3|taleb|20|50000.00
3|taleb|20|60000.00
1|hmadi|21|45000.00
1|cd "c:\Users\BK\Desktop\project\" ; if |21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
1||21|45000.00
